Tweets;polaridad
Por la pregunta boluda qué haces evidentemente sos un kuka, el presidente es cuidado de sus enemigos que por historia sabemos pueden matar, te olvidaste de Nisman ?;NEGATIVO
Pregunta, este corrupto no es el que asiló a #JulianAssange de weekileaks?;NEGATIVO
Pregunta, este corrupto no es el que asiló a #JulianAssange de weekileaks?;NEGATIVO
Qué pregunta imbécil!!! Sabrá qué significa la palabra protocolo?? La jefa de la banda tiene 30 custodios, y de los pagamos nosotros.;NEGATIVO
Qué pregunta imbécil!!! Sabrá qué significa la palabra protocolo?? La jefa de la banda tiene 30 custodios, y de los pagamos nosotros.;NEGATIVO
Tu pregunta es muy pelotuda! Si fueras periodista serías un poco más inteligente;NEGATIVO
Tu pregunta es muy pelotuda! Si fueras periodista serías un poco más inteligente;NEGATIVO
Preguntale a los que cortaban rutas en 2008, que parametros habia en esa época y como la curva desciende y etalla desde 2015. Son una vergüenza, chacareros del ojete que no tributan y propician el trabajo infantil. Macri es un flagelo que nos va a costar generaciones revertirlo.;NEGATIVO
Pregúntale a JFK, y lee bien, JFK , no CFK , pelotudo independiente;NEGATIVO
Pregúntale a la señora que ayuda en casa(empleada doméstica)a quien apoya ella y toda su familia(su hija fiscal)vive en Los Polvorines, a alguien que les cambió la vida,se llama @mauriciomacri o sea deja de hablar idioteces #EleccionesArgentina #PASO2019;NEGATIVO
Pregúntale a la señora que ayuda en casa(empleada doméstica)a quien apoya ella y toda su familia(su hija fiscal)vive en Los Polvorines, a alguien que les cambió la vida,se llama @mauriciomacri o sea deja de hablar idioteces #EleccionesArgentina #PASO2019;NEGATIVO
Pregúntale si está favor del aborto a Lavagna??Seguro que si #YomiroPolemica;AMBIGUO
"Me preguntan los k porque volves a votar a Macri! Mi respuesta es sencilla! ""Economicamente estamos tan mal como con ustedes, pero se ha hecho mucho en otros planos: Se mejoró infrestructura, energia, seguridad y tenemos libertades! Por otro lados ustedes son inutiles y ladrones""";NEGATIVO
Yo le preguntaría si no le gustaría estar ahora en su casa disfrutando de su familia en vez de estar renegando ahí en vano realmente y el lo sabe bien. Enserio si pueden preguntar. Ya está medio grande para estas monerías.;AMBIGUO
Le preguntaron sobre Urtubey, no sabía y empezó a balbucear -> Yo cuando en un oral me preguntaron cómo eran los casamientos en Utopía.;AMBIGUO
Pregúntenle cuanto cobra el señor de jubilación fijada x el el dolares.;AMBIGUO
Pregúntenle a Macri como se llama el gobernador de Neuquén. No lo sabe. Es un analfabeto que gobierna Argentina gracias a la campaña del periodismo sorete de la Capital Federal del GORILAJE. pic.twitter.com/wDWY7WitNU;NEGATIVO
"A mi también me preguntó el alemán , le expliqué que era una reunión de cabezas de termo fanáticos de un grupo de chorros . El alemán me contesto : "" muchas gracias por decirme la verdad , antes un petiso con cara de pelotudo me contesto una idiotez """;NEGATIVO
Pregunto este gobernante del omar aceptara eso como ellos son los q hacen x q despues los aplausos no van hacer para el quisiera saber Manuel Rosales necesitamos q eso lo arreglen tanta decidia x culpa de estos hdp;NEGATIVO
Le pregunto a @RLavagna, que piensa hacer con Aerolineas Argentinas, YPF y Fadea? Por ejemplo... #PolemicaEnElBar;AMBIGUO
Me pregunto si Nara en serio cree que Macri no es corrupto y en qué escenario ella prefiere luchar por el aborto, si en uno donde no hay vacunas o en uno donde hay ministerio de salud. Pero bueno, hay personas que sólo quieren una sola cosa porque son limitadas. Como Nara la Pro https://twitter.com/NaraCisneros/status/1159588826748248064 …;NEGATIVO
Me pregunto si Macri y su gabinete no habrán afanado suficiente ya? Por qué no se van a la mierda para poder reconstruir nuestro país?;NEGATIVO
Yo me prendo, muy pelotudo el planteo.;NEGATIVO
Me preocupa que nos siga gobernando el tarado mononeural de macri;NEGATIVO
Fue a la presentación del libro de CFK, le Kirchnerearon la billetera y piensa que la perdió....Y que se la van a devolver!!!! Que pelotudo maravilloso.... pic.twitter.com/mxySMuOYJl;NEGATIVO
Presentamos a los candidatos de Consenso Federal Salta en Cerrillos. La lista Unión por Salta es una clara propuesta de que hay alternativa para un país más Federal de la mano de @UrtubeyJM y @RLavagna. En Cerrillos tenemos futuro! pic.twitter.com/eLiyqSP1ie;POSITIVO
Te presentas como antisocial o sea q sos un anarco troskista?...vola gil;NEGATIVO
Presente pruebas que determinen la culpabilidad de Milani....hasta ahora no deja de ser otra opereta cocinada por la derecha genocida y servida en el plato de los bóludos por la izquierda funcional a estos vende patria.saludos;NEGATIVO
Estando presente la víctima y con pruebas testimoniales y personales. Justicia corrupta;NEGATIVO
Presidenta, FINALMENTE LLEGÓ LA HORA DE SACAR A LOS LADRONES DE LA CASA ROSADA;NEGATIVO
Mi presidente;POSITIVO
El presidente de India fue reelecto este año por 5 años más, la gente lo quiere, porque combatió los 70 años de corrupción, vieron es igual que acá con Macri. La gente no quiere corruptos;NEGATIVO
Que presidente del mundo no se protege? Si Espert un don nadie viaja en camioneta blindada q pretende este cabeza de termo . También q se asesore y q sepa antes de hablar boludeces ,q a pesar de todo lo q nos afano la chorra le seguimos pagando custodios.;NEGATIVO
Al presidente no se lo agrede IDIOTA DESCEREBRADO;NEGATIVO
Al presidente no se lo agrede IDIOTA DESCEREBRADO;NEGATIVO
Porque es el presidente , las nuevas tecnologías son camisetas , todos lo usas ,hasta tu jefa , pelotudo. Es nornsl6;NEGATIVO
Porque es el presidente , las nuevas tecnologías son camisetas , todos lo usas ,hasta tu jefa , pelotudo. Es nornsl6;NEGATIVO
Eso con un presidente con las pelotas bien puestas no hubiera sucedido. Tibios mediocres cobardes. A los delincuentes hay que ponerlos en su lugar como sea.;NEGATIVO
Eso con un presidente con las pelotas bien puestas no hubiera sucedido. Tibios mediocres cobardes. A los delincuentes hay que ponerlos en su lugar como sea.;NEGATIVO
Es el Presidente .. Un PERIODISTA no publica ésto ni en tuiter. Das pena de infelíz, imbécil, pelotudo,estúpido, bobo, poco seso,caído del katre, abandonado al nacer . Y muchos etcéteras.;NEGATIVO
Es el Presidente .. Un PERIODISTA no publica ésto ni en tuiter. Das pena de infelíz, imbécil, pelotudo,estúpido, bobo, poco seso,caído del katre, abandonado al nacer . Y muchos etcéteras.;NEGATIVO
@alferdez PRESIDENTE @CFKArgentina VICE PRESIDENTA Se siente alegría Se siente esperanza Se siente ... #Volvemos #ConTods pic.twitter.com/dm8B7YHY8p;POSITIVO
Que el presidente que tenemos sea tan pero tan pelotudo, hace que cfk tenga posibilidades para ganar las elecciones, me da miedo eso.;NEGATIVO
Es nuestro Presidente tontito. Y DEBEMOS cuidarlo especialmente de uds;NEGATIVO
Es nuestro Presidente tontito. Y DEBEMOS cuidarlo especialmente de uds;NEGATIVO
Es el presidente , pelotudo. No es tan difícil. Guarda con el bobero...;NEGATIVO
Es el presidente , pelotudo. No es tan difícil. Guarda con el bobero...;NEGATIVO
Es el Presidente idiota Tiene un protocolo de seguridad, que nunca vas a entender por te quemaron el cerebro;NEGATIVO
Es el Presidente idiota Tiene un protocolo de seguridad, que nunca vas a entender por te quemaron el cerebro;NEGATIVO
El Presidente usa chaleco porque lucha contra el narcotráfico, la policía corrupta, la mafia sindical, carcelaria y la corrupción K. Todos quieren matarlo. Si no luchás contra eso, en la Argentina podés ir en tanga.;NEGATIVO
El Presidente usa chaleco porque lucha contra el narcotráfico, la policía corrupta, la mafia sindical, carcelaria y la corrupción K. Todos quieren matarlo. Si no luchás contra eso, en la Argentina podés ir en tanga.;NEGATIVO
Presidido por el gobernador @urtubeyjm se realizó la Apertura Oficial ,con la presencia de Autoridades Internacionales,Nacionales Provinciales y Municipales , junto a los delegados y asistentes de este #SaltaICCACLA Muchas Gracias!!! #Bienvenidos #Welcome #BemVindopic.twitter.com/kb6unyM49k;POSITIVO
Estaban presos?;AMBIGUO
Y que pretenden con este mamerto (zurdo y kristinista). Escúchame idiota, listame 5 países comunistas exitosospic.twitter.com/eOeoZ9OAaC;NEGATIVO
Y que pretenden con este mamerto (zurdo y kristinista). Escúchame idiota, listame 5 países comunistas exitosospic.twitter.com/eOeoZ9OAaC;NEGATIVO
Es una primaria que no define nada. Son cobardes en el mejor de los casos. HDPs en el peor;NEGATIVO
Mi primer deseo más grande es que Macri se vaya del poder y el segundo es no ver ni oír, ni leer más nada de este personaje nefasto.;NEGATIVO
Mi primer deseo más grande es que Macri se vaya del poder y el segundo es no ver ni oír, ni leer más nada de este personaje nefasto.;NEGATIVO
El primer fiera tú que le dices a la gente lo que tiene que hacer con su vida sin tener ni puta idea de nada, verdad?;NEGATIVO
El primer gobierno K no fue malo. Los 8 años de la psycho nos destruyeron. Respecto a la corrupción, serán los más corruptos. No tengo el medidor. La sociedad argentina es corrupta. Igual aclaro, yo voto a Lavagna y no soy K.;NEGATIVO
Primer medida de Macri el 10 de diciembre: Rajar a todos los fascistas k de las dependencias estatales como Telam.;NEGATIVO
La primer premisa es, que NADIE que haya PERDIDO -de manera tan alevosa- 17 de 18 elecciones P.A.S.O puede ganar PRESIDENCIALES... El pueblo de tonto no tiene un pelo. DEFENDAMOS NSTRA ELECCION DE LOS FERNANDEZ sea como sea. #YoVotoFF #EleccionesArgentina;NEGATIVO
La primera medida del próximo gobierno tiene que ser levantar el programa de mierda de Fernández Meijide.;NEGATIVO
Por primera vez coincido con vos , no paran de operar, por supuesto vos a la cabeza y @AmericaTV en su conjunto, estás muy agresivo, enojadisimo y como vos decis con un MIEDOOOOO. #NoVuelvenMasEnSuDelictivaVida;NEGATIVO
Primero que nada los datos de éste gobierno no los sabes porque no te los dice canal 13 y no vas a las fuentes tampoco, la deuda privada que macri tenia con el CA la hizo pública y la vamos a pagar todos. Y los bancos no son de los k, deja de decir burradas;NEGATIVO
Porque fue el primero que se fue del grupo? Triste;AMBIGUO
Lo primero que tendrían que hacer es sacar de los comités la foto del nefasto Alfonsín y su descendencia. Recuerden a Illia por su decencia, no por su gestión y a Frondizi por su concepto estadista del desarrollismo . Entonces si ratificarán el cambio evitando otro fracaso .;NEGATIVO
Lo primero que tendrían que hacer es sacar de los comités la foto del nefasto Alfonsín y su descendencia. Recuerden a Illia por su decencia, no por su gestión y a Frondizi por su concepto estadista del desarrollismo . Entonces si ratificarán el cambio evitando otro fracaso .;NEGATIVO
Primero Malenita habla bien .... y después deja que la gente se exprese en las urnas .Te crees que van a votar a éstos delincuentes y panqueques como tu marido???? Dejate de joder ......;NEGATIVO
Primero Malenita habla bien .... y después deja que la gente se exprese en las urnas .Te crees que van a votar a éstos delincuentes y panqueques como tu marido???? Dejate de joder ......;NEGATIVO
JAJAJAJA!!!!!, Primero que a mí no me vendían dólares, segundo, si los compraba en el mercado negro me salían $16. Yo como asado cuando se me canta el orto xq laburo como una bestia para hacerlo y gracias a Macri me mudé en 2017 con crédito UVA. Uds. #NoVuelvenMas !!!;NEGATIVO
Primero, nuestro Presidente ya pasó por varias situaciones en las que algún infiltrado se acercó demasiado y peligrosamente. Segundo, sería irresponsable no cuidar a la persona detrás de la figura presidencial. Tercero, ¿vos quién sos?;NEGATIVO
Primero, nuestro Presidente ya pasó por varias situaciones en las que algún infiltrado se acercó demasiado y peligrosamente. Segundo, sería irresponsable no cuidar a la persona detrás de la figura presidencial. Tercero, ¿vos quién sos?;NEGATIVO
Primero un rt apoyando a macri, ahora esto, parece que alguien se va a quedar sin mi amistad. Vaya, vaya con el garca, que seguro le va a ir mejor(?);NEGATIVO
"Primero si tiene q ver,si idolatras y votas a una chorra,a una mujer que nos robo a TODOS,a vos tambien papu...muy bien del bocho no estas.2do,la angustia la deje hace 4 años cuando ganó Macri en vez del candidato de tu""idola CHORRA"".Estoy re tranquila porque se que #NOVUELVENMÁS";NEGATIVO
El primero al que veo hablar del IVA, impuesto inmundo si los hay;NEGATIVO
Mi primo de 17 años va a ir a votar igual aunque no sea obligatorio, Y SABEN A QUIÉN VA A VOTAR SÍ, A MACRI No sé por qué mi tía no lo echa de la casa o lo deja encerrado en su dormitorio para que no haga giladas;NEGATIVO
En principio pensé que eras serio, pero te investigué y sos un pelotudo marca ACME. Anda a la facultad, instruite y deja de jugar al peronchista. PELOTUDO. Das pena, posta, estudia y a lo mejor en unos 10 años me te gua que comer estas palabras.;NEGATIVO
Mi prioridad nro 1 en estas elecciones es que se vaya Macri y todos sus secuaces. Si me decís que otro puede llegar a disputarle, ni lo dudo y voto a otro (Siempre y cuando no sean fachos como Espert, Centurion y Biondini);NEGATIVO
El pro armó una desesperada alianza sumando en cambiemos radicales, republicanos, liberales, socialistas, y hasta peronistas, esa fuerza es la que está midiendo hoy menos que el peronismo, sin mencionar que, aparte de Espert y los zurdos, los demás son todos peronistas también;NEGATIVO
Sos PRO golpista y con éste hilo lo confirmas. Si quieren ganar elecciones, gobiernen. No busquen sembrar miedo. Y te aclaro. VOS SOS RESPONSABLE Y COXMPLICE DEL DESASTRE. No te hagas el boludo/víctima.;NEGATIVO
Sos PRO golpista y con éste hilo lo confirmas. Si quieren ganar elecciones, gobiernen. No busquen sembrar miedo. Y te aclaro. VOS SOS RESPONSABLE Y COXMPLICE DEL DESASTRE. No te hagas el boludo/víctima.;NEGATIVO
Probá hacerlo rápido con 13 toneladas de piedras al Congreso y con corporaciones sindicales y jurídicas mafiosas.;NEGATIVO
Probá hacerlo rápido con 13 toneladas de piedras al Congreso y con corporaciones sindicales y jurídicas mafiosas.;NEGATIVO
Probá con la radio, pibe. Allí va a ser más difícil que se te noten las faltas de ortografía.;NEGATIVO
Probá con la radio, pibe. Allí va a ser más difícil que se te noten las faltas de ortografía.;NEGATIVO
Probaste con Laburar Crota!! Siempre viviendo del Estado!! Parasitos;NEGATIVO
Probaste con Laburar Crota!! Siempre viviendo del Estado!! Parasitos;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Problema de Bonadío, la vieja chorra ya tiene los suyos, un hijo con cerebro baldío por la frula y una hija mas fea que susto a medianoche.;NEGATIVO
Este tiene un problema por delante y por detrás el Juan Sebastián El Cano. Premio al mejor mamarracho del mundo. Idiotez rozando la estupidez supina nazi. Este bulto sospechoso no dice nada del gobierno fascista nazi de la generalidad que pega a los niños por hablar castellano.;NEGATIVO
"El problema no es está en Macri, con su mal gobierno, ni en el comentario de ésta chica que se ve que no pensar como ella es una mierda (entiendase q todos ""debemos"" pensar igual). El problema está en los miles de fascistas anonimos q le ponen MG. https://twitter.com/kmilin04/status/1159626196101083137 …";NEGATIVO
El problema no son sus votantes, el problema es la gente sorete y corrupta que existe en este país;NEGATIVO
El problema no son sus votantes, el problema es la gente sorete y corrupta que existe en este país;NEGATIVO
Es q ese es el problema Todos los políticos son unos ladrones. Cuando aparece alguien que viene de afuera del sector publico por ser alguien ajeno se lo descalifica y se le buscan miles de cosas para bajarlo Lo q verdaderamente importa son las ideas Eso es lo q tendrían q fijarse;NEGATIVO
Es q ese es el problema Todos los políticos son unos ladrones. Cuando aparece alguien que viene de afuera del sector publico por ser alguien ajeno se lo descalifica y se le buscan miles de cosas para bajarlo Lo q verdaderamente importa son las ideas Eso es lo q tendrían q fijarse;NEGATIVO
El problema es que Macri fue un tanto blando con eso, pero no nos saturó de relato y afano. No soy Macrista...me parece el mal menor Sí jode con las feministas se va a la puta, caaambiooo;NEGATIVO
El problema es que Macri es casi casi lo mismo los 2 nefastos;NEGATIVO
El problema es que Macri dejo morir la semilla por su pésimo gobierno y dejó fértil el terreno para que se montará la plaga comunista. Perdieron una gran oportunidad. Solo un milagro los salvará. Recemos para que ese milagro ocurra. Si no se los lleva el puta;NEGATIVO
El problema es que terminan echando a la gente que labura y los ñoquis k o M siguen tranquilos, hay que hacer otra cosa y no pensar en echar gente, más ingenio muchachos;NEGATIVO
Y ? Cual es el problma si Nissman hubiese estado más protegido por la Custodia Mafiosa K q le puso la Jefa de la Banda , no le hubiese ocurrido. Si estas con los K , te sugiero Comprate uno.Más ahora q esta suelto Milani;NEGATIVO
El procesado presidente vota y es candidato a presidente de nuevo con sus más de cien causas judiciales y su plata fugada en Panamá, que tal? Más chorro que macri imposible y está libre, robando a diestra y siniestra, como todos los del PRO UCR CC CAMBIEMOS, asco dan vendepatrias;NEGATIVO
En proceso, tranqui;AMBIGUO
Mi prode electoral (?) para las PASO. Fernández - Fernández. Macri - Pichetto. Lavagna - Urtubey. Espert - Rosales. Del Caño - Del Pla. Castañeira - Mulhall. Centurión - Hotton. Biondini - Venturino. Romero Feris - Sueldo. Albarracín - Pastore.;AMBIGUO
Esa profe!! El mejor candidato lejisimos, por sus excelentes ideas y por tener ese coraje! #EspertRosales2019 o seguir en en este camino ;POSITIVO
Yo soy profecional,y también trabajo y ayudo a mucha gente y la verdad que con tu gobierno gorila no puedo ayudar a los merenderos que quiero ayudar Ahora pregunto vos y tu trabajo digno y gratificante ayudas a la gente??????? Te preocupas por la gente???????;NEGATIVO
Por profesionalismo y respeto a tu club, deberias haber dejado el cargo de presidente hace mucho tiempo. Es realmente lamentable.;NEGATIVO
El Profe es libertario, no es zurdo, así que se baña. No sean pelotudos, no pianten votos con Lavagna. Si votas a Espert, la economía va a crecer como haciendo capoeira. No tenía otra rima, para la boluda de Castiñeira.;NEGATIVO
El profe Espert, que loco que esta, el profe Espert, que loco que esta, se los coje a los peronchos, se los coje de verdad! #YoVotoEspert;NEGATIVO
Profe tenés razón! Se cae de maduro cuando vez que Cristina a quien más obre pública no fue a Báez sino a las empresas de la flia Macri;AMBIGUO
El programa busca talentos y los jurados son Claudia Fernández y el pelado lacra este...no tiene remate. Pobre Riccetto;NEGATIVO
Programón!!! Seguro q ahí están tus votantes!!! Seguro q los liberalotes miran a Mauro Viale!!! No entoenden nada!!! Quisiera leer lo q piensan tus seguidores!!!;AMBIGUO
Progresa ? De que planeta venis de Saturno pelotuda;NEGATIVO
Prohibido olvidar. Desde el día 0 en el que CFK no quiso entregar la banda presidencial, hasta hoy permanentemente, han intentado golpes institucionales, de mercado, atentado c/ Macri, el Congreso. Estos violentos antirepublicanos, fachos, #NoVuelvenNuncaMas;NEGATIVO
Qué te prometieron? Que si los apoyan no se meten más en tu casa o que la Jefa no lo forrea más a Sergio??;NEGATIVO
Qué te prometieron? Que si los apoyan no se meten más en tu casa o que la Jefa no lo forrea más a Sergio??;NEGATIVO
. @RLavagna prometió «reactivar el consumo, la inversión y la producción» si es elegido presidente – NCN http://ow.ly/kRka30pigSb pic.twitter.com/cCacx36mr7;AMBIGUO
Yo prometo que todos van a comer sushi cuando quieras. Palabra. Igual si no lo cumplo que onda;AMBIGUO
Promovieron la inmigracion y como les salio para el orto despues sacaron la ley de residencia,como siempre el liberalismo conservador acude a la represion al fraude y a la proscripcion;NEGATIVO
pronto la hermana Argentina, tendra nuevo presidente, mañana los argentinos,decidiran seguir tomando el remedio del hijo de puta de macri,o cambiar definitivamente de medico, yo apuesto que van a cambiar de medico, porque el que esta los llevo a la muerte.;NEGATIVO
pronto la hermana Argentina, tendra nuevo presidente, mañana los argentinos,decidiran seguir tomando el remedio del hijo de puta de macri,o cambiar definitivamente de medico, yo apuesto que van a cambiar de medico, porque el que esta los llevo a la muerte.;NEGATIVO
Pronto volveremos a ser felices;POSITIVO
La propaganda de @RLavagna y @UrtubeyJM q dice q van a poner comida en la heladera es tan desagradable como saber q justo lavagna no supoco hacerlo , supo aprovechar de lo q hizo resmelenikov eso si q lo hizo !!! Golpes bajos viejo anda a dartelos en los dedos;NEGATIVO
Propone. Devaluación cepo retenciones los peronistas K mafiosos mercenarios chorros vaciaron el pais son el cáncer;NEGATIVO
A propósito, alguien sabe el resultado de la encuesta???;AMBIGUO
que propuesta tiene el para la candidatura que me diga para que yo lo vote y la gente veamos otra opción a la que ahora no nos gusta;AMBIGUO
La propuesta de Macri está en los hechos burro. En tpdo lo que está haciendo a lo largo y a lo ancho de todo el país y las relaciones comerciales que ha ido estabñeciendo con todo el mundo. O de que propuesta hablas vos, necio ignorante?;NEGATIVO
NUESTRAS PROPUESTAS PARA REACTIVAR ARGENTINA Necesitamos reactivar la economía argentina. Por eso, desde #ConsensoFederal, proponemos las siguientes medidas para poner en marcha el país. #SabemosHacerlo. Para ver más https://bit.ly/2T9Cdij pic.twitter.com/109UuMjSHP;POSITIVO
Estas son nuestras propuestas! Vamos con las mujeres, les estudiantes y les trabajadores! Este domingo #YoVotoFITunidad #PASO2019 #FITUnidad #BahiaBlancahttps://twitter.com/BahiaPts/status/1159636709509873665 …;POSITIVO
Se protege de los fachos hijos de puta de la campora y Peronchos anexos;NEGATIVO
Se protege de los fachos hijos de puta de la campora y Peronchos anexos;NEGATIVO
Protocolo, tarado!;NEGATIVO
Protocolo, tarado!;NEGATIVO
Y lo provocó Macri en 3 años? Mala leche e ignorante.;NEGATIVO
Jajaja la próxima compren mejores bots, chorro.;NEGATIVO
Jajaja la próxima compren mejores bots, chorro.;NEGATIVO
El próximo domingo 11 acompañanos con tu voto. #Juntosporelcambio #juntosporRodriguez dariokubar en General Rodríguez https://www.instagram.com/p/B08K_6KFnhG/?igshid=nj85tlbbkjpj …;POSITIVO
El proyecto presentado postula aborto legal, seguro y gratuito. @jlespert se manifiesta a favor de los 2 primeros pero no del último, crucial para que se acceda al derecho. En ese sentido consideramos que no tenemos suficiente información. Pero quizás @jlespert nos quiere decir!;AMBIGUO
Tenemos Proyectos Hace muchos años que la política, no presenta una Plataforma de Gobierno #ConsensoFederal La tiene dela mano de @rlavagna @jmurtubey En Morón @marinacassese85 Junto a @juanletoil_ @LILIDEOLAVARRIA Lista 137Apic.twitter.com/H10QW3SURY;POSITIVO
Tenemos Proyectos Hace muchos años que la política, no presenta una Plataforma de Gobierno #ConsensoFederal La tiene dela mano de @rlavagna @jmurtubey En Morón @MarinaSXXI Junto a @juanletoil_ Lista 137Apic.twitter.com/lTHctREco3;POSITIVO
Tenemos Proyectos No es sólo una lista vacía. Tampoco un espacio lleno de chicanas y agresiones. #SabemosHacerlo #ConsensoFederal @RLavagna @UrtubeyJM @GracielaCamano @BuccaBali @MarinaSXXI @JuanLetoilpic.twitter.com/s5VfRMaY1d;POSITIVO
Los psicopatas descartan a sus victimas en la basura, xq para ellos no mas que eso, basura. 4 años mas de Macri y nos puede pasar a cualquiera, ser descartados en la basura;NEGATIVO
Ptsss @CFKArgentina @magariovero @Kicillofok @SergioMassa creo que se olvidaron de @alferdez ...así de importante es No? Moraleja: #NoVuelvenMasEnSuDelictivaVidapic.twitter.com/7Rgws2lWoZ;NEGATIVO
hay una publicación que están compartiendo que aparece macri y dice abajo GRACIAS kajajaj gracias por qué hijos de remil putas por el desempleo y la pobreza la concha bien de sus derechistas madres LOS ODIO;NEGATIVO
Para publicar esa estupidez, en principio debería descongelar, limpiar y llenar de alimentos ese frizzer. Hablará de su economía? jeje. Habla de lo q es como persona? Lamentable. Es curioso y para análisis ver un gay de clase media baja votando a Macri. Diría patético.;NEGATIVO
Publicidad gratis profe @jlespert;AMBIGUO
En publicidad pagoo mucho Urtubey .. siempre, publicidad, pegatinas, en redes, en videos. Nunca hizo otra cosa para ganar https://twitter.com/La__Ru/status/1157244697859035136 …;AMBIGUO
Pudrete delincuente ... ladrona!!;NEGATIVO
El pueblo argentino, no vota más a ladrones. Votaremos a Macri - Picheto.;NEGATIVO
Un pueblo que vota por corruptos no es víctima... sino cómplice. (R. Shaw) #FrenteNOS #2vidas #listaceleste #lista131A;NEGATIVO
Lo que puede el despecho por un carguito no dado, no?;NEGATIVO
Que se puede esperar de un pelotudo d San Isidro Casanova !!! Ah..., no era asi ?;NEGATIVO
Que se puede esperar de un pelotudo d San Isidro Casanova !!! Ah..., no era asi ?;NEGATIVO
Que se puede esperar de una basura como vos, sos muy odiado en el futbol, y aparte apoyas a macri que nos esta matando de hambre a los argentinos;NEGATIVO
Puede haber gente tan descerebrada ????;NEGATIVO
Porque se puede infiltrar un hdp. . Después de Nisman no confiamos más ni en la sombra ignorante. La traición siempre viene de alguien cercano.;NEGATIVO
Porque se puede infiltrar un hdp. . Después de Nisman no confiamos más ni en la sombra ignorante. La traición siempre viene de alguien cercano.;NEGATIVO
Se puede salir de la #GRIETA #HayAlternativa y es @ConsensoFSalta . #Lista137A @RLavagna Candidato a Presidente @UrtubeyJM Candidato vicePresidente #Lista502 @UnionPorSalta @Pablokosiner @GEMartinich @PacoMarinaroR @MalvinaGareca Candidatos Dip. Nacionalespic.twitter.com/Z1C1AlPCKn;POSITIVO
Puede ser que SU gente la ame. Lo que tambien sucede es que los que matan opositores son los peronchos.;NEGATIVO
Se puede ser más MENTIROSA y cínica que ud??? Si, se puede .... @mariuvidal @mauriciomacri @marquitospena estos le ganan;NEGATIVO
Se puede ser más MENTIROSA y cínica que ud??? Si, se puede .... @mariuvidal @mauriciomacri @marquitospena estos le ganan;NEGATIVO
quien puede ser tan hijo de re mil puta de votar a Macri de nuevo la re calcada concha de su madre forros egoistas de mierda ojala se mueran la re puta madre q los re pario https://twitter.com/santibacigalup/status/1159999303974359041 …;NEGATIVO
Puede ser tan pelotudo una persona!!! Termina la 4 de copas !!! Por gente como vos usa chaleco el presidente enfermo psicopata!!!;NEGATIVO
Puede ser tan pelotudo una persona!!! Termina la 4 de copas !!! Por gente como vos usa chaleco el presidente enfermo psicopata!!!;NEGATIVO
Se puede ser más pelotudo?? No, ni soñando;NEGATIVO
Como pueden un canal que venia bien tener al impresentable de mauro vende humo panqueque idiota creo que el hermano de El es Víctor Hugo dos gemelos impresentables dale gracias a Macri que te deja trabajar tranquilo a vos y tu hijo papa;NEGATIVO
Me pueden decir quien mierda puede votar a Macri sabiendo q hay muchísimas personas que están en la misma situación q esta abuelita? Realmente hay gente a la q no le importa el bien estar de nadie más que de su culo, ojalá se caguen hijos de la mierda https://twitter.com/C5N/status/1109783247385288704 …;NEGATIVO
como pueden ser tan estupidos para volver a votar a Macri?!!!!;NEGATIVO
Como pueden votar a este viejo pelotudo que voto a macri https://twitter.com/Ali_FanAlan/status/1159930800378470400 …;NEGATIVO
Tú puedes, Macri... Boludo... #NoMoreTrump #NoMásTrump Juan Manuel Cajigal #BuenSabado #BienDeSabado #FelizSabado #EsteFinde #RCxESPN All Blackhttps://www.eldia.com/nota/2019-8-10-3-8-26-casi-la-mitad-de-los-argentinos-sufre-de-agotamiento-laboral-informacion-general …;NEGATIVO
Un puente a la carcel de Ezeiza les vamos a construir . Así le lavas la ropa a tu jefa más cómodamente .;NEGATIVO
Un puente directo a las rejas imbécil;NEGATIVO
los puentes los hizo macri infeliz!! uds se la afanaron toda !!;NEGATIVO
La puerta de mi casa es un basural y estamos a dos días de las elecciones.....;NEGATIVO
La puerta de mi casa es un basural y estamos a dos días de las elecciones.....;NEGATIVO
Pues en Argentina encontrara mucho de eso, local, porteño. (si es que el gobierno de Larrata lo deja.) Gobierno de mentirosos cobardes y corruptos= Macri pic.twitter.com/Ao3jouOPyw;NEGATIVO
Pues debería saber que gracias a las ideas de Juan Bautista Alberdi Argentina llegó a ser top 1 en 1895/96 en el ranking internacional de ingreso per capita según la serie Maddison.;AMBIGUO
